Date,Demographic_category,Administered_Dose1,Administered_Dose1_pct_known,Administered_Dose1_pct_US,Series_Complete_Yes,Administered_Dose1_pct_agegroup,Series_Complete_Pop_pct_agegroup,Series_Complete_Pop_Pct_known,Series_Complete_Pop_Pct_US,Booster_Doses_Vax_pct_agegroup,Booster_Doses_Pop_Pct_known,Booster_Doses_Vax_Pct_US,Booster_Doses_Pop_Pct_known_Last14Days,Booster_Doses_Yes,Booster_Doses_Yes_Last14Days
02/16/2022,Race_eth_NHNHOPI,"594,959",0.3,0.2,"533,632",64.1,57.5,0.3,0.2,40.7,0.3,0.3,0.4,"206,970","7,562"
02/16/2022,Race_eth_NHAIAN,"1,714,339",0.9,0.7,"1,413,993",70.4,58.1,0.9,0.7,41.7,0.7,0.8,0.9,"560,967","15,281"
02/16/2022,Ages_<5yrs,"35,379",0,0,"9,425",0.2,0,0,0,0,0,0,0,0,0
02/16/2022,Race_eth_known,"187,592,226",99.9,74.3,"166,272,806",,,99.9,77.6,51.4,99.9,99.9,99.9,"82,358,944","1,728,503"
02/16/2022,Ages_50-64_yrs,"58,501,057",23.2,23.2,"50,853,507",91.9,79.9,23.7,23.7,49.8,27.5,24.5,24.5,"25,347,404","470,918"
02/16/2022,Ages_5-11_yrs,"9,218,594",3.7,3.7,"7,022,043",32.1,24.4,3.3,3.3,0,0,0,0,0,0
02/16/2022,Ages_12-15_yrs,"11,037,684",4.4,4.4,"9,341,556",65.3,55.2,4.4,4.4,16.8,1.7,4.5,9.1,"1,572,610","175,712"
02/16/2022,Ages_18-24_yrs,"23,242,794",9.2,9.2,"18,816,262",76,61.5,8.8,8.8,27.9,5.7,9.1,10.1,"5,257,807","194,831"
02/16/2022,Ages_12-17_yrs,"16,974,658",6.7,6.7,"14,418,419",67.1,57,6.7,6.7,19.8,3.1,7,12.9,"2,849,895","248,990"
02/16/2022,Age_known,"252,374,534",99.9,99.9,"214,212,679",,,99.9,99.9,44.5,99.9,99.9,99.9,"92,153,309","1,925,808"
02/16/2022,Race_eth_NHAsian,"12,527,034",6.7,5,"11,314,287",65.9,59.6,6.8,5.3,64.5,8.3,6.6,9.5,"6,847,866","164,018"
02/16/2022,US,"252,400,057",,100,"214,218,580",76,64.5,,100,44.5,,100,,"92,153,309","1,925,808"
02/16/2022,Race_eth_NHBlack,"19,157,815",10.2,7.6,"16,601,963",46.5,40.3,10,7.8,40.9,8,10,11.9,"6,582,222","205,899"
02/16/2022,Ages_<12yrs,"9,259,279",3.7,3.7,"7,032,848",19.1,14.5,3.3,3.3,0,0,0,0,0,0
02/16/2022,Ages_65-74_yrs,"33,414,560",13.2,13.2,"29,003,616",95,91,13.5,13.5,64.2,20.2,14,9,"18,607,417","174,007"
02/16/2022,Ages_40-49_yrs,"34,797,034",13.8,13.8,"29,884,428",85.3,73.3,14,14,40.7,13.2,14.4,15.5,"12,152,069","298,256"
02/16/2022,Ages_25-39_yrs,"53,544,364",21.2,21.2,"44,670,905",78.3,65.3,20.9,20.9,32.8,15.9,21.6,22.5,"14,667,404","432,915"
02/16/2022,Age_unknown,"25,523",0,0,"5,901",,,0,0,0,0,0,0,0,0
02/16/2022,Race_eth_NHMult_Oth,"11,160,496",5.9,4.4,"9,897,376",95,95,6,4.6,52.4,6,5.9,6.3,"4,940,742","108,680"
02/16/2022,Sex_Female,"130,570,497",52.2,51.7,"111,498,330",77.5,66.2,52.4,52,46.6,54.7,52.5,55.3,"50,316,873","1,063,086"
02/16/2022,Race_eth_unknown,"64,800,719",34.5,25.7,"47,939,792",,,28.8,22.4,20.9,11.9,29.2,11.4,"9,794,365","197,305"
02/16/2022,Ages_16-17_yrs,"5,936,974",2.4,2.4,"5,076,863",70.8,60.5,2.4,2.4,25.2,1.4,2.5,3.8,"1,277,285","73,278"
02/16/2022,Race_eth_NHWhite,"104,067,268",55.5,41.2,"93,895,885",52.7,47.6,56.5,43.8,56.5,62.5,56.8,44.3,"51,484,026","764,991"
02/16/2022,Sex_known,"250,152,543",99.9,99.1,"212,693,882",,,99.9,99.3,44.7,99.9,99.9,99.9,"91,983,928","1,922,815"
02/16/2022,Ages_75+_yrs,"22,640,788",9,9,"19,532,694",95,85.3,9.1,9.1,67.9,14.4,9.4,5.5,"13,271,313","105,891"
02/16/2022,Race_eth_Hispanic,"38,370,315",20.5,15.2,"32,615,670",60.2,51.2,19.6,15.2,37.6,14.3,19.5,26.7,"11,736,151","462,072"
02/16/2022,Sex_Male,"119,582,046",47.8,47.4,"101,195,552",73.2,61.9,47.6,47.2,42.7,45.3,47.5,44.7,"41,667,055","859,729"
02/16/2022,Sex_unknown,"2,247,514",0.9,0.9,"1,524,698",,,0.7,0.7,11.2,0.2,0.7,0.2,"169,381","2,993"
02/15/2022,Age_known,"252,374,534",99.9,99.9,"214,212,679",,,99.9,99.9,44.5,99.9,99.9,99.9,"92,153,309","2,151,004"
02/15/2022,Race_eth_NHMult_Oth,"11,160,496",5.9,4.4,"9,897,376",95,95,6,4.6,52.4,6,5.9,6.3,"4,940,742","120,977"
02/15/2022,Ages_5-11_yrs,"9,218,594",3.7,3.7,"7,022,043",32.1,24.4,3.3,3.3,0,0,0,0,0,0
02/15/2022,Race_eth_NHWhite,"104,067,268",55.5,41.2,"93,895,885",52.7,47.6,56.5,43.8,56.5,62.5,56.8,44.4,"51,484,026","856,922"
02/15/2022,Ages_<5yrs,"35,379",0,0,"9,425",0.2,0,0,0,0,0,0,0,0,0
02/15/2022,US,"252,400,057",,100,"214,218,580",76,64.5,,100,44.5,,100,,"92,153,309","2,151,004"
02/15/2022,Age_unknown,"25,523",0,0,"5,901",,,0,0,0,0,0,0,0,0
02/15/2022,Race_eth_unknown,"64,800,719",34.5,25.7,"47,939,792",,,28.8,22.4,20.9,11.9,29.2,11.4,"9,794,365","220,986"
02/15/2022,Ages_50-64_yrs,"58,501,057",23.2,23.2,"50,853,507",91.9,79.9,23.7,23.7,49.8,27.5,24.5,24.6,"25,347,404","528,208"
02/15/2022,Ages_75+_yrs,"22,640,788",9,9,"19,532,694",95,85.3,9.1,9.1,67.9,14.4,9.4,5.6,"13,271,313","120,137"
02/15/2022,Race_eth_NHAsian,"12,527,034",6.7,5,"11,314,287",65.9,59.6,6.8,5.3,64.5,8.3,6.6,9.3,"6,847,866","180,149"
02/15/2022,Ages_12-15_yrs,"11,037,684",4.4,4.4,"9,341,556",65.3,55.2,4.4,4.4,16.8,1.7,4.5,8.9,"1,572,610","191,308"
02/15/2022,Ages_16-17_yrs,"5,936,974",2.4,2.4,"5,076,863",70.8,60.5,2.4,2.4,25.2,1.4,2.5,3.7,"1,277,285","80,332"
02/15/2022,Sex_Male,"119,582,046",47.8,47.4,"101,195,552",73.2,61.9,47.6,47.2,42.7,45.3,47.5,44.9,"41,667,055","963,586"
02/15/2022,Ages_40-49_yrs,"34,797,034",13.8,13.8,"29,884,428",85.3,73.3,14,14,40.7,13.2,14.4,15.5,"12,152,069","332,919"
02/15/2022,Ages_12-17_yrs,"16,974,658",6.7,6.7,"14,418,419",67.1,57,6.7,6.7,19.8,3.1,7,12.6,"2,849,895","271,640"
02/15/2022,Race_eth_NHBlack,"19,157,815",10.2,7.6,"16,601,963",46.5,40.3,10,7.8,40.9,8,10,11.9,"6,582,222","230,093"
02/15/2022,Race_eth_known,"187,592,226",99.9,74.3,"166,272,806",,,99.9,77.6,51.4,99.9,99.9,99.9,"82,358,944","1,930,018"
02/15/2022,Race_eth_NHNHOPI,"594,959",0.3,0.2,"533,632",64.1,57.5,0.3,0.2,40.7,0.3,0.3,0.4,"206,970","8,579"
02/15/2022,Sex_known,"250,152,543",99.9,99.1,"212,693,882",,,99.9,99.3,44.7,99.9,99.9,99.9,"91,983,928","2,147,550"
02/15/2022,Ages_25-39_yrs,"53,544,364",21.2,21.2,"44,670,905",78.3,65.3,20.9,20.9,32.8,15.9,21.6,22.5,"14,667,404","483,285"
02/15/2022,Ages_<12yrs,"9,259,279",3.7,3.7,"7,032,848",19.1,14.5,3.3,3.3,0,0,0,0,0,0
02/15/2022,Race_eth_NHAIAN,"1,714,339",0.9,0.7,"1,413,993",70.4,58.1,0.9,0.7,41.7,0.7,0.8,0.9,"560,967","17,262"
02/15/2022,Race_eth_Hispanic,"38,370,315",20.5,15.2,"32,615,670",60.2,51.2,19.6,15.2,37.6,14.3,19.5,26.7,"11,736,151","516,036"
02/15/2022,Sex_unknown,"2,247,514",0.9,0.9,"1,524,698",,,0.7,0.7,11.2,0.2,0.7,0.2,"169,381","3,454"
02/15/2022,Sex_Female,"130,570,497",52.2,51.7,"111,498,330",77.5,66.2,52.4,52,46.6,54.7,52.5,55.1,"50,316,873","1,183,964"
02/15/2022,Ages_65-74_yrs,"33,414,560",13.2,13.2,"29,003,616",95,91,13.5,13.5,64.2,20.2,14,9.1,"18,607,417","196,591"
02/15/2022,Ages_18-24_yrs,"23,242,794",9.2,9.2,"18,816,262",76,61.5,8.8,8.8,27.9,5.7,9.1,10.1,"5,257,807","218,224"
02/14/2022,Ages_65-74_yrs,"33,414,150",13.2,13.2,"29,003,281",95,91,13.5,13.5,64.2,20.2,14,9.3,"18,605,783","221,715"
02/14/2022,Ages_25-39_yrs,"53,542,079",21.2,21.2,"44,668,884",78.3,65.3,20.9,20.9,32.8,15.9,21.6,22.4,"14,663,187","532,202"
02/14/2022,Ages_50-64_yrs,"58,499,776",23.2,23.2,"50,852,540",91.9,79.9,23.7,23.7,49.8,27.5,24.5,24.6,"25,342,689","585,263"
02/14/2022,Race_eth_unknown,"64,799,157",34.5,25.7,"47,938,469",,,28.8,22.4,20.9,11.9,29.2,11.4,"9,792,584","243,959"
02/14/2022,Sex_known,"250,143,969",99.9,99.1,"212,684,978",,,99.9,99.3,44.7,99.9,99.9,99.9,"91,967,359","2,377,100"
02/14/2022,Race_eth_NHBlack,"19,156,403",10.2,7.6,"16,600,180",46.5,40.3,10,7.7,40.8,8,10,11.9,"6,579,076","253,478"
02/14/2022,Ages_<5yrs,"35,372",0,0,"9,425",0.2,0,0,0,0,0,0,0,0,0
02/14/2022,Sex_Female,"130,565,884",52.2,51.7,"111,493,768",77.5,66.2,52.4,52,46.6,54.7,52.5,55,"50,306,845","1,306,718"
02/14/2022,US,"252,391,423",,100,"214,209,640",76,64.5,,100,44.5,,100,,"92,136,678","2,380,979"
02/14/2022,Race_eth_NHMult_Oth,"11,160,190",5.9,4.4,"9,896,994",95,95,6,4.6,52.4,6,5.9,6.3,"4,939,826","134,035"
02/14/2022,Ages_12-17_yrs,"16,973,858",6.7,6.7,"14,417,607",67.1,57,6.7,6.7,19.8,3.1,7,12.5,"2,849,110","296,574"
02/14/2022,Sex_Male,"119,578,085",47.8,47.4,"101,191,210",73.2,61.9,47.6,47.2,42.7,45.3,47.5,45,"41,660,514","1,070,382"
02/14/2022,Race_eth_NHAIAN,"1,714,288",0.9,0.7,"1,413,927",70.4,58.1,0.9,0.7,41.7,0.7,0.8,0.9,"560,882","19,408"
02/14/2022,Ages_5-11_yrs,"9,217,047",3.7,3.7,"7,019,280",32.1,24.4,3.3,3.3,0,0,0,0,0,0
02/14/2022,Ages_<12yrs,"9,257,723",3.7,3.7,"7,030,085",19.1,14.5,3.3,3.3,0,0,0,0,0,0
02/14/2022,Ages_18-24_yrs,"23,241,799",9.2,9.2,"18,815,296",76,61.5,8.8,8.8,27.9,5.7,9.1,10.2,"5,256,584","242,221"
02/14/2022,Race_eth_Hispanic,"38,367,341",20.5,15.2,"32,612,459",60.2,51.2,19.6,15.2,37.6,14.2,19.5,26.7,"11,731,651","570,989"
02/14/2022,Ages_40-49_yrs,"34,795,953",13.8,13.8,"29,883,532",85.3,73.3,14,14,40.7,13.2,14.4,15.4,"12,149,014","366,864"
02/14/2022,Ages_16-17_yrs,"5,936,717",2.4,2.4,"5,076,653",70.8,60.5,2.4,2.4,25.2,1.4,2.5,3.7,"1,276,992","88,056"
02/14/2022,Race_eth_NHWhite,"104,065,542",55.5,41.2,"93,894,106",52.7,47.6,56.5,43.8,56.5,62.5,56.8,44.6,"51,479,391","953,874"
02/14/2022,Race_eth_NHAsian,"12,526,436",6.7,5,"11,313,898",65.9,59.6,6.8,5.3,64.4,8.3,6.6,9.2,"6,846,320","195,681"
02/14/2022,Sex_unknown,"2,247,454",0.9,0.9,"1,524,662",,,0.7,0.7,11.2,0.2,0.7,0.2,"169,319","3,879"
02/14/2022,Ages_12-15_yrs,"11,037,141",4.4,4.4,"9,340,954",65.3,55.2,4.4,4.4,16.8,1.7,4.5,8.8,"1,572,118","208,518"
02/14/2022,Ages_75+_yrs,"22,640,563",9,9,"19,532,514",95,85.3,9.1,9.1,67.9,14.4,9.4,5.7,"13,270,311","136,140"
02/14/2022,Age_known,"252,365,901",99.9,99.9,"214,203,739",,,99.9,99.9,44.5,99.9,99.9,99.9,"92,136,678","2,380,979"
02/14/2022,Race_eth_NHNHOPI,"594,954",0.3,0.2,"533,625",64.1,57.5,0.3,0.2,40.7,0.3,0.3,0.4,"206,948","9,555"
02/14/2022,Race_eth_known,"187,585,154",99.9,74.3,"166,265,189",,,99.9,77.6,51.4,99.9,99.9,99.9,"82,344,094","2,137,020"
02/14/2022,Age_unknown,"25,522",0,0,"5,901",,,0,0,0,0,0,0,0,0
02/13/2022,Sex_Female,"130,539,290",52.2,51.7,"111,465,218",77.5,66.1,52.4,52,46.5,54.7,52.5,54.9,"50,256,955","1,403,873"
02/13/2022,Race_eth_NHWhite,"104,052,491",55.5,41.2,"93,878,565",52.7,47.6,56.5,43.8,56.5,62.5,56.8,45.1,"51,445,476","1,036,825"
02/13/2022,Ages_12-17_yrs,"16,968,920",6.7,6.7,"14,411,332",67.1,57,6.7,6.7,19.7,3.1,7,12.3,"2,840,585","315,181"
02/13/2022,Race_eth_NHMult_Oth,"11,157,917",5.9,4.4,"9,893,853",95,95,6,4.6,52.3,6,5.9,6.2,"4,934,254","143,616"
02/13/2022,Ages_16-17_yrs,"5,935,260",2.4,2.4,"5,074,981",70.7,60.5,2.4,2.4,25.1,1.4,2.5,3.7,"1,274,244","93,775"
02/13/2022,Ages_<5yrs,"35,002",0,0,"9,172",0.2,0,0,0,0,0,0,0,0,0
02/13/2022,Ages_5-11_yrs,"9,207,289",3.6,3.6,"7,001,064",32,24.4,3.3,3.3,0,0,0,0,0,0
02/13/2022,Ages_40-49_yrs,"34,789,707",13.8,13.8,"29,878,059",85.3,73.2,14,14,40.6,13.2,14.4,15.3,"12,134,745","391,736"
02/13/2022,Race_eth_NHBlack,"19,149,839",10.2,7.6,"16,591,870",46.5,40.3,10,7.7,40.8,8,10,11.8,"6,567,186","270,799"
02/13/2022,Age_known,"252,313,784",99.9,99.9,"214,146,683",,,99.9,99.9,44.4,99.9,99.9,99.9,"92,045,509","2,560,778"
02/13/2022,Race_eth_known,"187,543,926",99.9,74.3,"166,216,453",,,99.9,77.6,51.3,99.9,99.9,99.9,"82,262,191","2,298,908"
02/13/2022,Race_eth_NHNHOPI,"594,803",0.3,0.2,"533,414",64.1,57.4,0.3,0.2,40.7,0.3,0.3,0.4,"206,635","10,302"
02/13/2022,Ages_50-64_yrs,"58,492,570",23.2,23.2,"50,846,651",91.9,79.9,23.7,23.7,49.8,27.5,24.5,24.6,"25,318,944","629,267"
02/13/2022,Ages_12-15_yrs,"11,033,660",4.4,4.4,"9,336,351",65.2,55.2,4.4,4.4,16.8,1.7,4.5,8.6,"1,566,341","221,406"
02/13/2022,Ages_75+_yrs,"22,639,181",9,9,"19,531,557",95,85.3,9.1,9.1,67.9,14.4,9.4,5.9,"13,264,545","150,311"
02/13/2022,Ages_65-74_yrs,"33,411,708",13.2,13.2,"29,001,412",95,91,13.5,13.5,64.1,20.2,14,9.5,"18,596,058","242,745"
02/13/2022,Race_eth_Hispanic,"38,351,530",20.4,15.2,"32,594,302",60.2,51.1,19.6,15.2,37.5,14.2,19.5,26.6,"11,709,934","611,749"
02/13/2022,Age_unknown,"25,520",0,0,"5,901",,,0,0,0,0,0,0,0,0
02/13/2022,Ages_<12yrs,"9,247,593",3.7,3.7,"7,011,616",19.1,14.5,3.3,3.3,0,0,0,0,0,0
02/13/2022,Race_eth_unknown,"64,788,266",34.5,25.7,"47,930,156",,,28.8,22.4,20.9,11.9,29.2,11.4,"9,783,318","261,870"
02/13/2022,Race_eth_NHAsian,"12,523,583",6.7,5,"11,311,131",65.9,59.5,6.8,5.3,64.4,8.3,6.6,8.9,"6,838,622","204,598"
02/13/2022,Ages_25-39_yrs,"53,529,203",21.2,21.2,"44,657,141",78.3,65.3,20.9,20.9,32.8,15.9,21.6,22.2,"14,642,375","568,655"
02/13/2022,Sex_known,"250,092,204",99.9,99.1,"212,628,059",,,99.9,99.3,44.7,99.9,99.9,99.9,"91,876,340","2,556,492"
02/13/2022,Sex_unknown,"2,247,100",0.9,0.9,"1,524,525",,,0.7,0.7,11.2,0.2,0.7,0.2,"169,169","4,286"
02/13/2022,Sex_Male,"119,552,914",47.8,47.4,"101,162,841",73.1,61.9,47.6,47.2,42.6,45.3,47.5,45.1,"41,619,385","1,152,619"
02/13/2022,Ages_18-24_yrs,"23,234,902",9.2,9.2,"18,808,915",76,61.5,8.8,8.8,27.9,5.7,9.1,10.3,"5,248,257","262,883"
02/13/2022,Race_eth_NHAIAN,"1,713,763",0.9,0.7,"1,413,318",70.4,58,0.9,0.7,41.6,0.7,0.8,0.9,"560,084","21,019"
02/13/2022,US,"252,339,304",,100,"214,152,584",76,64.5,,100,44.4,,100,,"92,045,509","2,560,778"
02/12/2022,Race_eth_NHAsian,"12,520,978",6.7,5,"11,308,549",65.9,59.5,6.8,5.3,64.3,8.3,6.6,8.7,"6,832,045","218,872"
02/12/2022,Ages_18-24_yrs,"23,229,086",9.2,9.2,"18,803,941",75.9,61.5,8.8,8.8,27.9,5.7,9.1,10.4,"5,241,455","289,226"
02/12/2022,Ages_25-39_yrs,"53,519,053",21.2,21.2,"44,648,448",78.3,65.3,20.9,20.9,32.8,15.9,21.6,22.2,"14,629,342","619,723"
02/12/2022,Ages_5-11_yrs,"9,200,822",3.6,3.6,"6,987,841",32,24.3,3.3,3.3,0,0,0,0,0,0
02/12/2022,Ages_50-64_yrs,"58,488,007",23.2,23.2,"50,843,253",91.9,79.9,23.7,23.7,49.8,27.5,24.5,24.6,"25,306,992","687,481"
02/12/2022,Race_eth_NHAIAN,"1,713,595",0.9,0.7,"1,413,093",70.4,58,0.9,0.7,41.6,0.7,0.8,0.9,"559,843","23,059"
02/12/2022,Race_eth_NHBlack,"19,145,706",10.2,7.6,"16,586,309",46.5,40.2,10,7.7,40.8,8,10,11.8,"6,561,791","295,262"
02/12/2022,Race_eth_NHNHOPI,"594,694",0.3,0.2,"533,258",64,57.4,0.3,0.2,40.6,0.3,0.3,0.4,"206,444","11,241"
02/12/2022,Race_eth_NHWhite,"104,043,072",55.5,41.2,"93,866,201",52.7,47.6,56.5,43.8,56.5,62.6,56.8,45.4,"51,425,468","1,137,772"
02/12/2022,Ages_75+_yrs,"22,638,662",9,9,"19,531,198",95,85.3,9.1,9.1,67.9,14.4,9.4,6,"13,262,888","166,180"
02/12/2022,Ages_16-17_yrs,"5,933,834",2.4,2.4,"5,073,470",70.7,60.5,2.4,2.4,25.1,1.4,2.4,3.6,"1,271,400","100,241"
02/12/2022,Ages_<12yrs,"9,240,923",3.7,3.7,"6,998,280",19.1,14.4,3.3,3.3,0,0,0,0,0,0
02/12/2022,Sex_unknown,"2,247,005",0.9,0.9,"1,524,457",,,0.7,0.7,11.2,0.2,0.7,0.2,"169,120","4,611"
02/12/2022,Race_eth_known,"187,514,102",99.9,74.3,"166,180,929",,,99.9,77.6,51.3,99.9,99.9,99.9,"82,212,390","2,507,586"
02/12/2022,Ages_<5yrs,"34,800",0,0,"9,060",0.2,0,0,0,0,0,0,0,0,0
02/12/2022,Ages_65-74_yrs,"33,410,538",13.2,13.2,"29,000,611",95,91,13.5,13.5,64.1,20.2,14,9.6,"18,592,835","268,338"
02/12/2022,Age_known,"252,275,845",99.9,99.9,"214,106,082",,,99.9,99.9,44.4,99.9,99.9,99.9,"91,990,896","2,792,214"
02/12/2022,Ages_40-49_yrs,"34,785,001",13.8,13.8,"29,874,388",85.3,73.2,14,14,40.6,13.2,14.4,15.2,"12,126,096","425,561"
02/12/2022,Sex_Female,"130,519,878",52.2,51.7,"111,445,506",77.4,66.1,52.4,52.1,46.5,54.7,52.5,54.9,"50,227,270","1,529,183"
02/12/2022,Age_unknown,"25,520",0,0,"5,901",,,0,0,0,0,0,0,0,0
02/12/2022,Race_eth_NHMult_Oth,"11,156,502",5.9,4.4,"9,891,650",95,95,6,4.6,52.3,6,5.9,6.3,"4,931,348","157,044"
02/12/2022,Sex_Male,"119,534,482",47.8,47.4,"101,142,020",73.1,61.9,47.6,47.2,42.6,45.3,47.5,45.1,"41,594,506","1,258,420"
02/12/2022,Sex_known,"250,054,360",99.9,99.1,"212,587,526",,,99.9,99.3,44.7,99.9,99.9,99.9,"91,821,776","2,787,603"
02/12/2022,Ages_12-17_yrs,"16,964,575",6.7,6.7,"14,405,963",67,56.9,6.7,6.7,19.7,3.1,7,12,"2,831,288","335,705"
02/12/2022,US,"252,301,365",,100,"214,111,983",76,64.5,,100,44.4,,100,,"91,990,896","2,792,214"
02/12/2022,Race_eth_unknown,"64,780,151",34.5,25.7,"47,925,086",,,28.8,22.4,20.9,11.9,29.2,11.4,"9,778,506","284,628"
02/12/2022,Race_eth_Hispanic,"38,339,555",20.4,15.2,"32,581,869",60.1,51.1,19.6,15.2,37.5,14.2,19.5,26.5,"11,695,451","664,336"
02/12/2022,Ages_12-15_yrs,"11,030,741",4.4,4.4,"9,332,493",65.2,55.2,4.4,4.4,16.7,1.7,4.5,8.4,"1,559,888","235,464"
02/11/2022,Ages_25-39_yrs,"53,499,576",21.2,21.2,"44,633,541",78.2,65.3,20.9,20.9,32.7,15.9,21.6,22.2,"14,600,371","617,189"
02/11/2022,Race_eth_NHNHOPI,"594,370",0.3,0.2,"532,931",64,57.4,0.3,0.2,40.5,0.3,0.3,0.4,"205,888","11,123"
02/11/2022,Age_unknown,"25,517",0,0,"5,901",,,0,0,0,0,0,0,0,0
02/11/2022,Ages_40-49_yrs,"34,775,535",13.8,13.8,"29,867,115",85.3,73.2,14,14,40.5,13.2,14.4,15.2,"12,104,979","421,858"
02/11/2022,Race_eth_NHMult_Oth,"11,152,619",5.9,4.4,"9,886,338",95,95,6,4.6,52.2,6,5.9,6.2,"4,923,424","155,669"
02/11/2022,Ages_16-17_yrs,"5,930,952",2.4,2.4,"5,070,602",70.7,60.4,2.4,2.4,24.9,1.4,2.4,3.6,"1,263,970","99,242"
02/11/2022,Race_eth_NHBlack,"19,136,288",10.2,7.6,"16,574,448",46.4,40.2,10,7.7,40.7,8,10,11.7,"6,547,985","292,345"
02/11/2022,Ages_75+_yrs,"22,637,362",9,9,"19,530,392",95,85.3,9.1,9.1,67.9,14.4,9.4,5.9,"13,258,357","164,961"
02/11/2022,Ages_18-24_yrs,"23,218,787",9.2,9.2,"18,795,658",75.9,61.5,8.8,8.8,27.8,5.7,9.1,10.5,"5,228,123","292,333"
02/11/2022,US,"252,216,766",,100,"214,020,020",76,64.5,,100,44.4,,100,,"91,857,138","2,775,250"
02/11/2022,Ages_<12yrs,"9,220,066",3.7,3.7,"6,958,656",19,14.4,3.3,3.3,0,0,0,0,0,0
02/11/2022,Race_eth_known,"187,446,547",99.9,74.3,"166,100,928",,,99.9,77.6,51.2,99.9,99.9,99.9,"82,090,397","2,492,591"
02/11/2022,Ages_65-74_yrs,"33,407,946",13.2,13.2,"28,998,960",95,90.9,13.6,13.5,64.1,20.2,14,9.6,"18,584,431","266,602"
02/11/2022,Sex_known,"249,970,059",99.9,99.1,"212,495,750",,,99.9,99.3,44.6,99.9,99.9,99.9,"91,688,164","2,770,664"
02/11/2022,Race_eth_NHWhite,"104,022,062",55.5,41.2,"93,839,126",52.7,47.6,56.5,43.8,56.4,62.6,56.8,45.5,"51,375,927","1,135,219"
02/11/2022,Race_eth_NHAIAN,"1,713,168",0.9,0.7,"1,412,718",70.3,58,0.9,0.7,41.6,0.7,0.8,0.9,"559,268","23,040"
02/11/2022,Sex_Female,"130,477,054",52.2,51.7,"111,399,929",77.4,66.1,52.4,52.1,46.5,54.7,52.5,54.8,"50,154,191","1,518,174"
02/11/2022,Race_eth_NHAsian,"12,515,123",6.7,5,"11,301,819",65.9,59.5,6.8,5.3,64.2,8.3,6.6,8.7,"6,817,223","216,543"
02/11/2022,Ages_5-11_yrs,"9,180,470",3.6,3.6,"6,948,514",31.9,24.2,3.2,3.2,0,0,0,0,0,0
02/11/2022,Sex_unknown,"2,246,707",0.9,0.9,"1,524,270",,,0.7,0.7,11.2,0.2,0.7,0.2,"168,974","4,586"
02/11/2022,Ages_<5yrs,"34,298",0,0,"8,764",0.2,0,0,0,0,0,0,0,0,0
02/11/2022,Race_eth_Hispanic,"38,312,917",20.4,15.2,"32,553,548",60.1,51.1,19.6,15.2,37.4,14.2,19.5,26.4,"11,660,682","658,652"
02/11/2022,Age_known,"252,191,249",99.9,99.9,"214,014,119",,,99.9,99.9,44.4,99.9,99.9,99.9,"91,857,138","2,775,250"
02/11/2022,Ages_12-17_yrs,"16,954,073",6.7,6.7,"14,393,971",67,56.9,6.7,6.7,19.5,3.1,7,11.9,"2,804,661","331,092"
02/11/2022,Ages_50-64_yrs,"58,477,904",23.2,23.2,"50,835,826",91.9,79.9,23.8,23.8,49.7,27.5,24.6,24.5,"25,276,216","681,215"
02/11/2022,Sex_Male,"119,493,005",47.8,47.4,"101,095,821",73.1,61.8,47.6,47.2,42.6,45.3,47.5,45.2,"41,533,973","1,252,490"
02/11/2022,Ages_12-15_yrs,"11,023,121",4.4,4.4,"9,323,369",65.2,55.1,4.4,4.4,16.5,1.7,4.5,8.4,"1,540,691","231,850"
02/11/2022,Race_eth_unknown,"64,763,112",34.6,25.7,"47,913,130",,,28.8,22.4,20.9,11.9,29.2,11.3,"9,766,741","282,659"
02/10/2022,Race_eth_NHBlack,"19,120,782",10.2,7.6,"16,554,805",46.4,40.2,10,7.7,40.6,8,10,11.5,"6,521,332","284,180"
02/10/2022,Ages_25-39_yrs,"53,466,586",21.2,21.2,"44,604,788",78.2,65.2,20.9,20.9,32.6,15.9,21.6,22.1,"14,541,187","605,022"
02/10/2022,Race_eth_NHAsian,"12,506,708",6.7,5,"11,292,497",65.8,59.4,6.8,5.3,64,8.3,6.6,8.8,"6,795,433","217,228"
02/10/2022,Sex_unknown,"2,245,832",0.9,0.9,"1,523,843",,,0.7,0.7,11.2,0.2,0.7,0.2,"168,511","4,439"
02/10/2022,Race_eth_unknown,"64,733,644",34.6,25.7,"47,890,090",,,28.9,22.4,20.8,11.9,29.2,11.1,"9,739,536","274,305"
02/10/2022,Age_known,"252,054,366",99.9,99.9,"213,858,269",,,99.9,99.9,44.3,99.9,99.9,99.9,"91,600,039","2,735,636"
02/10/2022,US,"252,079,873",,100,"213,864,170",75.9,64.4,,100,44.3,,100,,"91,600,039","2,735,636"
02/10/2022,Ages_12-15_yrs,"11,013,018",4.4,4.4,"9,309,812",65.1,55,4.4,4.4,16.3,1.7,4.5,8.8,"1,516,538","240,971"
02/10/2022,Ages_50-64_yrs,"58,460,774",23.2,23.2,"50,821,302",91.8,79.8,23.8,23.8,49.6,27.5,24.6,24.4,"25,213,000","666,450"
02/10/2022,Race_eth_NHMult_Oth,"11,146,655",5.9,4.4,"9,877,789",95,95,6,4.6,52.1,6,5.9,6.3,"4,908,670","154,973"
02/10/2022,Ages_<12yrs,"9,188,215",3.6,3.6,"6,898,606",18.9,14.2,3.2,3.2,0,0,0,0,0,0
