Date,Demographic_category,Administered_Dose1,Administered_Dose1_pct_known,Administered_Dose1_pct_US,Series_Complete_Yes,Administered_Dose1_pct_agegroup,Series_Complete_Pop_pct_agegroup,Series_Complete_Pop_Pct_known,Series_Complete_Pop_Pct_US,Booster_Doses_Vax_pct_agegroup,Booster_Doses_Pop_Pct_known,Booster_Doses_Vax_Pct_US,Booster_Doses_Pop_Pct_known_Last14Days,Booster_Doses_Yes,Booster_Doses_Yes_Last14Days
10/22/2021,US,"219,066,154",,100,"193,895,277",66,58.4,,100,7.8,,100,,"15,104,042","5,278,062"
10/22/2021,Race_eth_NHMult_Oth,"9,766,341",6,4.5,"8,780,603",95,95,5.9,4.5,11.4,7.4,5.9,7.1,"998,979","332,075"
10/22/2021,Ages_65-74_yrs,"30,971,029",14.1,14.1,"28,009,849",95,87.8,14.4,14.4,18.6,34.5,14.5,32.2,"5,208,006","1,699,790"
10/22/2021,Race_eth_Hispanic,"31,956,897",19.7,14.6,"28,378,632",50.1,44.5,19,14.6,4.5,9.4,19,9.6,"1,263,613","450,531"
10/22/2021,Sex_unknown,"1,971,975",0.9,0.9,"1,454,162",,,0.8,0.7,1.5,0.1,0.8,0.2,"22,217","8,621"
10/22/2021,Ages_75+_yrs,"21,065,040",9.6,9.6,"18,908,664",92,82.5,9.8,9.8,21.3,26.7,9.8,25.2,"4,031,712","1,329,009"
10/22/2021,Age_known,"219,043,459",99.9,99.9,"193,889,671",,,99.9,99.9,7.8,99.9,99.9,99.9,"15,104,042","5,278,062"
10/22/2021,Race_eth_NHAIAN,"1,425,833",0.9,0.7,"1,232,815",58.5,50.6,0.8,0.6,8,0.7,0.8,0.7,"98,820","31,943"
10/22/2021,Age_unknown,"22,695",0,0,"5,606",,,0,0,0,0,0,0,0,0
10/22/2021,Race_eth_NHBlack,"16,190,067",10,7.4,"14,422,155",39.3,35,9.7,7.4,6.1,6.5,9.7,7.2,"874,983","339,221"
10/22/2021,Race_eth_NHNHOPI,"501,559",0.3,0.2,"461,025",54,49.6,0.3,0.2,5.6,0.2,0.3,0.2,"25,856","9,493"
10/22/2021,Race_eth_known,"161,925,664",99.9,73.9,"149,430,776",,,99.9,77.1,9,99.9,99.9,99.9,"13,429,307","4,696,532"
10/22/2021,Ages_50-64_yrs,"53,363,774",24.4,24.4,"48,298,893",83.8,75.9,24.9,24.9,6.5,20.7,24.9,23,"3,120,033","1,213,893"
10/22/2021,Ages_<5yrs,"7,364",0,0,"2,542",0,0,0,0,0,0,0,0,0,0
10/22/2021,Ages_12-15_yrs,"9,575,208",4.4,4.4,"8,094,815",56.6,47.9,4.2,4.2,0.2,0.1,4.2,0,"16,134","1,488"
10/22/2021,Ages_5-11_yrs,"195,812",0.1,0.1,"123,820",0.7,0.4,0.1,0.1,0,0,0,0,0,0
10/22/2021,Ages_16-17_yrs,"5,332,918",2.4,2.4,"4,636,112",63.6,55.3,2.4,2.4,0.3,0.1,2.4,0,"13,401","2,099"
10/22/2021,Ages_40-49_yrs,"31,386,312",14.3,14.3,"27,905,275",76.9,68.4,14.4,14.4,4.4,8.1,14.4,8.6,"1,220,327","455,352"
10/22/2021,Race_eth_NHAsian,"10,413,565",6.4,4.8,"10,045,620",54.8,52.9,6.7,5.2,7.6,5.7,6.7,6.1,"759,688","285,570"
10/22/2021,Sex_Female,"113,841,689",52.4,52,"101,280,860",67.5,60.1,52.6,52.2,8.5,56.8,52.6,57.5,"8,563,964","3,032,139"
10/22/2021,Race_eth_unknown,"57,135,955",35.3,26.1,"44,461,270",,,29.8,22.9,3.8,12.5,29.8,12.4,"1,674,735","581,530"
10/22/2021,Ages_25-39_yrs,"47,057,338",21.5,21.5,"40,853,635",68.8,59.7,21.1,21.1,3.2,8.7,21.1,9.5,"1,306,509","500,166"
10/22/2021,Ages_<12yrs,"207,411",0.1,0.1,"127,495",0.4,0.3,0.1,0.1,0,0,0,0,0,0
10/22/2021,Sex_Male,"103,252,490",47.6,47.1,"91,160,255",63.2,55.8,47.4,47,7.2,43.2,47.4,42.5,"6,517,861","2,237,302"
10/21/2021,Ages_16-17_yrs,"5,327,645",2.4,2.4,"4,629,059",63.5,55.2,2.4,2.4,0.3,0.1,2.4,0,"13,134","1,970"
10/21/2021,Sex_known,"216,802,459",99.9,99.1,"192,197,094",,,99.9,99.2,7.4,99.9,99.9,99.9,"14,248,302","4,657,336"
10/21/2021,Ages_12-15_yrs,"9,558,356",4.4,4.4,"8,073,273",56.5,47.7,4.2,4.2,0.2,0.1,4.2,0,"15,961","1,438"
10/21/2021,Race_eth_known,"161,713,353",99.9,73.9,"149,234,881",,,99.9,77.1,8.5,99.9,99.9,99.9,"12,691,623","4,158,397"
10/21/2021,Ages_<5yrs,"7,357",0,0,"2,540",0,0,0,0,0,0,0,0,0,0
10/21/2021,Age_unknown,"22,672",0,0,"5,602",,,0,0,0,0,0,0,0,0
10/21/2021,Ages_50-64_yrs,"53,306,795",24.4,24.4,"48,253,304",83.7,75.8,24.9,24.9,6,20.5,24.9,22.8,"2,919,234","1,065,615"
10/21/2021,Race_eth_NHAIAN,"1,423,487",0.9,0.7,"1,231,040",58.5,50.6,0.8,0.6,7.7,0.7,0.8,0.7,"95,106","29,306"
10/21/2021,Ages_75+_yrs,"21,034,218",9.6,9.6,"18,895,978",91.8,82.5,9.8,9.8,20.3,26.9,9.8,25.5,"3,844,942","1,190,461"
10/21/2021,Race_eth_NHBlack,"16,163,273",10,7.4,"14,392,230",39.2,34.9,9.6,7.4,5.8,6.5,9.6,7.4,"828,093","306,508"
10/21/2021,Ages_65-74_yrs,"30,922,905",14.1,14.1,"27,989,091",95,87.8,14.5,14.5,17.6,34.6,14.5,32.1,"4,932,279","1,497,384"
10/21/2021,Ages_18-24_yrs,"20,057,002",9.2,9.2,"17,025,653",65.6,55.7,8.8,8.8,1,1.2,8.8,1.5,"175,825","67,750"
10/21/2021,Ages_<12yrs,"207,334",0.1,0.1,"127,481",0.4,0.3,0.1,0.1,0,0,0,0,0,0
10/21/2021,Race_eth_NHMult_Oth,"9,755,404",6,4.5,"8,767,141",95,95,5.9,4.5,10.7,7.4,5.9,6.9,"941,048","287,756"
10/21/2021,US,"218,771,274",,100,"193,650,078",65.9,58.3,,100,7.4,,100,,"14,269,256","4,664,917"
10/21/2021,Race_eth_NHWhite,"91,554,291",56.6,41.8,"86,017,217",46.4,43.6,57.6,44.4,10.3,70.1,57.6,69,"8,893,927","2,868,512"
10/21/2021,Sex_unknown,"1,968,815",0.9,0.9,"1,452,984",,,0.8,0.8,1.4,0.1,0.8,0.2,"20,954","7,581"
10/21/2021,Ages_25-39_yrs,"46,985,601",21.5,21.5,"40,782,380",68.7,59.6,21.1,21.1,3,8.6,21.1,9.5,"1,225,739","442,079"
10/21/2021,Race_eth_Hispanic,"31,912,805",19.7,14.6,"28,329,882",50.1,44.4,19,14.6,4.2,9.4,19,9.7,"1,194,725","402,747"
10/21/2021,Age_known,"218,748,602",99.9,99.9,"193,644,476",,,99.9,99.9,7.4,99.9,99.9,99.9,"14,269,256","4,664,917"
10/21/2021,Race_eth_unknown,"57,053,401",35.3,26.1,"44,411,978",,,29.8,22.9,3.6,12.4,29.8,12.2,"1,577,633","506,520"
10/21/2021,Ages_5-11_yrs,"195,746",0.1,0.1,"123,809",0.7,0.4,0.1,0.1,0,0,0,0,0,0
10/21/2021,Sex_Female,"113,694,230",52.4,52,"101,152,838",67.5,60,52.6,52.2,8,56.8,52.6,57.7,"8,087,622","2,686,380"
10/21/2021,Ages_12-17_yrs,"14,886,001",6.8,6.8,"12,702,332",58.8,50.2,6.6,6.6,0.2,0.2,6.6,0.1,"29,095","3,408"
10/21/2021,Race_eth_NHAsian,"10,403,632",6.4,4.8,"10,037,294",54.8,52.8,6.7,5.2,7.1,5.6,6.7,6.1,"714,260","255,002"
10/21/2021,Ages_40-49_yrs,"31,348,746",14.3,14.3,"27,868,257",76.9,68.3,14.4,14.4,4.1,8,14.4,8.5,"1,142,142","398,220"
10/21/2021,Sex_Male,"103,108,229",47.6,47.1,"91,044,256",63.1,55.7,47.4,47,6.8,43.2,47.4,42.3,"6,160,680","1,970,956"
10/21/2021,Race_eth_NHNHOPI,"500,461",0.3,0.2,"460,077",53.9,49.5,0.3,0.2,5.3,0.2,0.3,0.2,"24,464","8,566"
10/20/2021,Race_eth_NHNHOPI,"499,862",0.3,0.2,"459,384",53.8,49.5,0.3,0.2,5.2,0.2,0.3,0.2,"23,649","8,856"
10/20/2021,Ages_65-74_yrs,"30,898,519",14.1,14.1,"27,975,046",95,87.7,14.5,14.5,17.1,34.7,14.5,32.2,"4,794,341","1,531,831"
10/20/2021,Ages_18-24_yrs,"20,033,147",9.2,9.2,"16,999,245",65.5,55.6,8.8,8.8,1,1.2,8.8,1.4,"168,960","68,843"
10/20/2021,Race_eth_unknown,"56,999,151",35.3,26.1,"44,371,769",,,29.8,22.9,3.4,12.4,29.8,12.1,"1,525,712","515,003"
10/20/2021,Race_eth_NHBlack,"16,139,508",10,7.4,"14,364,043",39.2,34.9,9.6,7.4,5.5,6.5,9.6,7.2,"795,259","306,306"
10/20/2021,US,"218,563,793",,100,"193,453,794",65.8,58.3,,100,7.1,,100,,"13,814,918","4,760,955"
10/20/2021,Race_eth_NHAsian,"10,397,402",6.4,4.8,"10,031,972",54.7,52.8,6.7,5.2,6.9,5.6,6.7,6.2,"691,582","264,470"
10/20/2021,Ages_<5yrs,"7,352",0,0,"2,539",0,0,0,0,0,0,0,0,0,0
10/20/2021,Ages_<12yrs,"207,284",0.1,0.1,"127,472",0.4,0.3,0.1,0.1,0,0,0,0,0,0
10/20/2021,Race_eth_NHMult_Oth,"9,747,133",6,4.5,"8,757,054",95,95,5.9,4.5,10.4,7.4,5.9,6.9,"913,573","294,622"
10/20/2021,Ages_12-17_yrs,"14,869,756",6.8,6.8,"12,682,575",58.8,50.1,6.6,6.6,0.2,0.2,6.6,0.1,"28,768","3,433"
10/20/2021,Ages_25-39_yrs,"46,928,512",21.5,21.5,"40,721,986",68.6,59.5,21.1,21,2.9,8.6,21.1,9.7,"1,182,995","462,909"
10/20/2021,Ages_12-15_yrs,"9,546,671",4.4,4.4,"8,059,202",56.4,47.6,4.2,4.2,0.2,0.1,4.2,0,"15,841","1,497"
10/20/2021,Sex_known,"216,597,433",99.9,99.1,"192,001,829",,,99.9,99.2,7.2,99.9,99.9,99.9,"13,794,845","4,753,333"
10/20/2021,Race_eth_known,"161,560,128",99.9,73.9,"149,078,813",,,99.9,77.1,8.2,99.9,99.9,99.9,"12,289,206","4,245,952"
10/20/2021,Race_eth_Hispanic,"31,877,823",19.7,14.6,"28,291,457",50,44.4,19,14.6,4.1,9.4,19,9.7,"1,153,040","411,831"
10/20/2021,Race_eth_NHWhite,"91,477,046",56.6,41.9,"85,945,563",46.4,43.6,57.7,44.4,10,70.1,57.7,69,"8,620,050","2,929,737"
10/20/2021,Ages_40-49_yrs,"31,321,024",14.3,14.3,"27,838,389",76.8,68.2,14.4,14.4,4,8,14.4,8.7,"1,102,287","413,975"
10/20/2021,Ages_5-11_yrs,"195,706",0.1,0.1,"123,803",0.7,0.4,0.1,0.1,0,0,0,0,0,0
10/20/2021,Sex_unknown,"1,966,360",0.9,0.9,"1,451,965",,,0.8,0.8,1.4,0.1,0.8,0.2,"20,073","7,622"
10/20/2021,Race_eth_NHAIAN,"1,421,354",0.9,0.7,"1,229,340",58.4,50.5,0.8,0.6,7.5,0.7,0.8,0.7,"92,053","30,130"
10/20/2021,Ages_16-17_yrs,"5,323,085",2.4,2.4,"4,623,373",63.4,55.1,2.4,2.4,0.3,0.1,2.4,0,"12,927","1,936"
10/20/2021,Age_known,"218,541,181",99.9,99.9,"193,448,199",,,99.9,99.9,7.1,99.9,99.9,99.9,"13,814,918","4,760,955"
10/20/2021,Ages_50-64_yrs,"53,267,727",24.4,24.4,"48,216,951",83.7,75.7,24.9,24.9,5.8,20.3,24.9,22.7,"2,808,331","1,080,141"
10/20/2021,Ages_75+_yrs,"21,015,212",9.6,9.6,"18,886,535",91.7,82.5,9.8,9.8,19.7,27,9.8,25.2,"3,729,236","1,199,823"
10/20/2021,Age_unknown,"22,612",0,0,"5,595",,,0,0,0,0,0,0,0,0
10/20/2021,Sex_Female,"113,591,680",52.4,52,"101,052,444",67.4,60,52.6,52.2,7.8,56.8,52.6,58,"7,828,589","2,756,707"
10/20/2021,Sex_Male,"103,005,753",47.6,47.1,"90,949,385",63,55.6,47.4,47,6.6,43.2,47.4,42,"5,966,256","1,996,626"
10/19/2021,Ages_75+_yrs,"20,996,799",9.6,9.6,"18,877,302",91.7,82.4,9.8,9.8,19.1,27,9.8,25.3,"3,612,330","1,222,727"
10/19/2021,Ages_<12yrs,"207,212",0.1,0.1,"127,458",0.4,0.3,0.1,0.1,0,0,0,0,0,0
10/19/2021,Ages_40-49_yrs,"31,293,818",14.3,14.3,"27,809,378",76.7,68.2,14.4,14.4,3.8,8,14.4,8.7,"1,065,560","417,851"
10/19/2021,Sex_Female,"113,491,640",52.4,52,"100,953,847",67.3,59.9,52.6,52.2,7.5,56.7,52.6,58.1,"7,578,873","2,798,090"
10/19/2021,Ages_65-74_yrs,"30,874,312",14.1,14.1,"27,961,220",95,87.7,14.5,14.5,16.7,34.8,14.5,32.5,"4,657,287","1,567,717"
10/19/2021,Ages_18-24_yrs,"20,009,727",9.2,9.2,"16,972,500",65.4,55.5,8.8,8.8,1,1.2,8.8,1.4,"162,418","68,135"
10/19/2021,Sex_unknown,"1,963,964",0.9,0.9,"1,450,912",,,0.8,0.8,1.3,0.1,0.8,0.2,"19,394","7,919"
10/19/2021,Sex_known,"216,396,434",99.9,99.1,"191,809,151",,,99.9,99.2,7,99.9,99.9,99.9,"13,356,741","4,819,706"
10/19/2021,Race_eth_NHMult_Oth,"9,739,452",6,4.5,"8,747,102",95,95,5.9,4.5,10.2,7.5,5.9,7,"887,574","299,411"
10/19/2021,Ages_25-39_yrs,"46,872,188",21.5,21.5,"40,661,866",68.5,59.5,21,21,2.8,8.5,21.1,9.7,"1,143,546","470,376"
10/19/2021,Ages_5-11_yrs,"195,647",0.1,0.1,"123,790",0.7,0.4,0.1,0.1,0,0,0,0,0,0
10/19/2021,Ages_16-17_yrs,"5,318,195",2.4,2.4,"4,617,410",63.4,55,2.4,2.4,0.3,0.1,2.4,0,"12,752","1,915"
10/19/2021,Race_eth_NHBlack,"16,116,170",10,7.4,"14,336,711",39.1,34.8,9.6,7.4,5.3,6.4,9.6,7.1,"764,195","306,282"
10/19/2021,Ages_<5yrs,"7,344",0,0,"2,538",0,0,0,0,0,0,0,0,0,0
10/19/2021,Race_eth_unknown,"56,945,684",35.3,26.1,"44,331,512",,,29.8,22.9,3.3,12.4,29.8,12.2,"1,476,342","523,080"
10/19/2021,Sex_Male,"102,904,794",47.6,47.1,"90,855,304",63,55.6,47.4,47,6.4,43.3,47.4,41.9,"5,777,868","2,021,616"
10/19/2021,Ages_12-15_yrs,"9,535,192",4.4,4.4,"8,045,044",56.4,47.6,4.2,4.2,0.2,0.1,4.2,0,"15,724","1,537"
10/19/2021,Race_eth_NHAsian,"10,391,404",6.4,4.8,"10,026,867",54.7,52.8,6.7,5.2,6.7,5.6,6.7,6.2,"669,889","268,011"
10/19/2021,Race_eth_NHAIAN,"1,419,184",0.9,0.6,"1,227,567",58.3,50.4,0.8,0.6,7.2,0.7,0.8,0.7,"88,816","31,096"
10/19/2021,Age_unknown,"22,592",0,0,"5,586",,,0,0,0,0,0,0,0,0
10/19/2021,Race_eth_Hispanic,"31,842,522",19.7,14.6,"28,252,911",49.9,44.3,19,14.6,4,9.4,19,9.6,"1,115,028","415,159"
10/19/2021,Ages_50-64_yrs,"53,230,363",24.4,24.4,"48,182,299",83.6,75.7,24.9,24.9,5.6,20.2,24.9,22.3,"2,706,518","1,077,367"
10/19/2021,Age_known,"218,337,806",99.9,99.9,"193,254,477",,,99.9,99.9,6.9,99.9,99.9,99.9,"13,376,135","4,827,625"
10/19/2021,Ages_12-17_yrs,"14,853,387",6.8,6.8,"12,662,454",58.7,50,6.6,6.6,0.2,0.2,6.6,0.1,"28,476","3,452"
10/19/2021,Race_eth_known,"161,410,205",99.9,73.9,"148,925,346",,,99.9,77.1,8,99.9,99.9,99.9,"11,899,793","4,304,545"
10/19/2021,Race_eth_NHWhite,"91,402,332",56.6,41.9,"85,875,622",46.3,43.5,57.7,44.4,9.7,70.2,57.7,69.1,"8,351,421","2,975,619"
10/19/2021,Race_eth_NHNHOPI,"499,141",0.3,0.2,"458,566",53.8,49.4,0.3,0.2,5,0.2,0.3,0.2,"22,870","8,967"
10/19/2021,US,"218,360,398",,100,"193,260,063",65.8,58.2,,100,6.9,,100,,"13,376,135","4,827,625"
10/18/2021,Race_eth_NHWhite,"91,327,818",56.6,41.9,"85,806,119",46.3,43.5,57.7,44.4,9.4,70.2,57.7,69.3,"8,088,334","3,041,311"
10/18/2021,Ages_16-17_yrs,"5,313,637",2.4,2.4,"4,611,423",63.3,55,2.4,2.4,0.3,0.1,2.4,0,"12,591","1,923"
10/18/2021,Sex_known,"216,196,035",99.9,99.1,"191,617,873",,,99.9,99.2,6.8,99.9,99.9,99.9,"12,928,495","4,913,475"
10/18/2021,Ages_5-11_yrs,"195,594",0.1,0.1,"123,778",0.7,0.4,0.1,0.1,0,0,0,0,0,0
10/18/2021,Sex_unknown,"1,961,571",0.9,0.9,"1,449,957",,,0.8,0.8,1.3,0.1,0.8,0.2,"18,525","7,903"
10/18/2021,Race_eth_NHMult_Oth,"9,731,694",6,4.5,"8,737,169",95,95,5.9,4.5,9.9,7.5,5.9,7,"862,110","306,333"
10/18/2021,Race_eth_known,"161,260,971",99.9,73.9,"148,772,957",,,99.9,77.1,7.7,99.9,99.9,99.9,"11,518,104","4,385,666"
10/18/2021,Ages_12-17_yrs,"14,837,768",6.8,6.8,"12,642,681",58.6,50,6.5,6.5,0.2,0.2,6.6,0.1,"28,202","3,470"
10/18/2021,Sex_Male,"102,804,208",47.6,47.1,"90,761,025",62.9,55.5,47.4,47,6.2,43.3,47.4,42,"5,593,529","2,062,201"
10/18/2021,Race_eth_NHBlack,"16,093,209",10,7.4,"14,310,115",39,34.7,9.6,7.4,5.1,6.4,9.6,7,"734,151","308,008"
10/18/2021,Ages_40-49_yrs,"31,267,414",14.3,14.3,"27,780,861",76.7,68.1,14.4,14.4,3.7,8,14.4,8.6,"1,032,205","422,908"
10/18/2021,Ages_<12yrs,"207,143",0.1,0.1,"127,443",0.4,0.3,0.1,0.1,0,0,0,0,0,0
10/18/2021,Race_eth_NHAsian,"10,385,318",6.4,4.8,"10,021,752",54.7,52.8,6.7,5.2,6.5,5.6,6.7,6.2,"648,209","270,247"
10/18/2021,Ages_<5yrs,"7,332",0,0,"2,535",0,0,0,0,0,0,0,0,0,0
10/18/2021,Ages_18-24_yrs,"19,985,778",9.2,9.2,"16,945,601",65.3,55.4,8.8,8.8,0.9,1.2,8.8,1.4,"156,343","67,767"
10/18/2021,Ages_25-39_yrs,"46,816,540",21.5,21.5,"40,601,870",68.5,59.4,21,21,2.7,8.5,21,9.7,"1,106,287","479,096"
10/18/2021,US,"218,157,606",,100,"193,067,830",65.7,58.2,,100,6.7,,100,,"12,947,020","4,921,378"
10/18/2021,Ages_50-64_yrs,"53,192,970",24.4,24.4,"48,148,280",83.6,75.6,24.9,24.9,5.4,20.2,25,21.9,"2,611,102","1,078,810"
10/18/2021,Age_known,"218,135,027",99.9,99.9,"193,062,247",,,99.9,99.9,6.7,99.9,99.9,99.9,"12,947,020","4,921,378"
10/18/2021,Ages_12-15_yrs,"9,524,131",4.4,4.4,"8,031,258",56.3,47.5,4.2,4.2,0.2,0.1,4.2,0,"15,611","1,547"
10/18/2021,Sex_Female,"113,391,827",52.4,52,"100,856,848",67.3,59.8,52.6,52.2,7.3,56.7,52.6,58,"7,334,966","2,851,274"
10/18/2021,Age_unknown,"22,579",0,0,"5,583",,,0,0,0,0,0,0,0,0
10/18/2021,Race_eth_Hispanic,"31,807,291",19.7,14.6,"28,213,997",49.9,44.3,19,14.6,3.8,9.4,19,9.5,"1,077,585","418,707"
10/18/2021,Race_eth_NHNHOPI,"498,467",0.3,0.2,"457,768",53.7,49.3,0.3,0.2,4.8,0.2,0.3,0.2,"22,095","9,123"
10/18/2021,Ages_65-74_yrs,"30,849,469",14.1,14.1,"27,947,462",95,87.6,14.5,14.5,16.2,34.9,14.5,32.8,"4,519,122","1,616,093"
10/18/2021,Race_eth_unknown,"56,892,133",35.3,26.1,"44,291,686",,,29.8,22.9,3.2,12.4,29.8,12.2,"1,428,916","535,712"
10/18/2021,Ages_75+_yrs,"20,977,945",9.6,9.6,"18,868,049",91.6,82.4,9.8,9.8,18.5,27,9.8,25.5,"3,493,759","1,253,234"
10/18/2021,Race_eth_NHAIAN,"1,417,174",0.9,0.6,"1,226,037",58.2,50.3,0.8,0.6,7,0.7,0.8,0.7,"85,620","31,937"
10/17/2021,Age_unknown,"22,509",0,0,"5,566",,,0,0,0,0,0,0,0,0
10/17/2021,Race_eth_NHBlack,"16,067,916",10,7.4,"14,281,935",39,34.7,9.6,7.4,5,6.3,9.6,6.9,"707,556","311,381"
10/17/2021,Ages_<12yrs,"207,081",0.1,0.1,"127,431",0.4,0.3,0.1,0.1,0,0,0,0,0,0
10/17/2021,Ages_12-15_yrs,"9,512,140",4.4,4.4,"8,016,208",56.2,47.4,4.2,4.2,0.2,0.1,4.2,0,"15,509","1,602"
10/17/2021,Sex_unknown,"1,959,088",0.9,0.9,"1,448,971",,,0.8,0.8,1.2,0.1,0.8,0.2,"18,025","8,241"
10/17/2021,Ages_65-74_yrs,"30,823,339",14.1,14.1,"27,933,068",95,87.6,14.5,14.5,15.7,35,14.5,33.2,"4,385,774","1,672,422"
10/17/2021,Race_eth_Hispanic,"31,768,026",19.7,14.6,"28,170,778",49.8,44.2,19,14.6,3.7,9.4,19,9.5,"1,044,634","424,451"
10/17/2021,Ages_50-64_yrs,"53,151,884",24.4,24.4,"48,110,753",83.5,75.6,24.9,24.9,5.2,20.1,25,21.4,"2,520,022","1,076,332"
10/17/2021,Ages_12-17_yrs,"14,820,822",6.8,6.8,"12,621,221",58.6,49.9,6.5,6.5,0.2,0.2,6.5,0.1,"27,936","3,499"
10/17/2021,Sex_Female,"113,282,186",52.5,52,"100,750,078",67.2,59.8,52.6,52.2,7.1,56.7,52.6,58,"7,109,911","2,917,291"
10/17/2021,Race_eth_known,"161,096,410",99.9,73.9,"148,604,908",,,99.9,77.1,7.5,99.9,99.9,99.9,"11,161,024","4,485,148"
10/17/2021,Race_eth_NHWhite,"91,246,201",56.6,41.9,"85,729,244",46.2,43.4,57.7,44.5,9.2,70.2,57.7,69.6,"7,840,578","3,121,088"
10/17/2021,Ages_25-39_yrs,"46,751,624",21.5,21.5,"40,534,544",68.4,59.3,21,21,2.6,8.5,21,9.7,"1,071,451","487,124"
10/17/2021,Ages_40-49_yrs,"31,236,267",14.3,14.3,"27,748,818",76.6,68,14.4,14.4,3.6,8,14.4,8.5,"1,000,844","427,086"
10/17/2021,Race_eth_NHNHOPI,"497,743",0.3,0.2,"456,936",53.6,49.2,0.3,0.2,4.7,0.2,0.3,0.2,"21,334","9,173"
10/17/2021,Ages_<5yrs,"7,326",0,0,"2,534",0,0,0,0,0,0,0,0,0,0
10/17/2021,Sex_known,"215,974,326",99.9,99.1,"191,408,069",,,99.9,99.2,6.6,99.9,99.9,99.9,"12,529,782","5,028,093"
10/17/2021,Ages_18-24_yrs,"19,959,592",9.2,9.2,"16,916,201",65.3,55.3,8.8,8.8,0.9,1.2,8.8,1.3,"150,956","67,463"
10/17/2021,Ages_16-17_yrs,"5,308,682",2.4,2.4,"4,605,013",63.3,54.9,2.4,2.4,0.3,0.1,2.4,0,"12,427","1,897"
10/17/2021,Race_eth_NHAIAN,"1,415,443",0.9,0.6,"1,224,572",58.1,50.3,0.8,0.6,6.8,0.7,0.8,0.8,"83,411","33,739"
10/17/2021,US,"217,933,414",,100,"192,857,040",65.6,58.1,,100,6.5,,100,,"12,547,807","5,036,334"
10/17/2021,Race_eth_NHMult_Oth,"9,722,916",6,4.5,"8,725,820",95,95,5.9,4.5,9.6,7.5,5.9,7,"838,089","313,770"
10/17/2021,Sex_Male,"102,692,140",47.5,47.1,"90,657,991",62.8,55.5,47.4,47,6,43.3,47.4,42,"5,419,871","2,110,802"
10/17/2021,Ages_5-11_yrs,"195,545",0.1,0.1,"123,769",0.7,0.4,0.1,0.1,0,0,0,0,0,0
10/17/2021,Race_eth_unknown,"56,832,509",35.3,26.1,"44,248,966",,,29.8,22.9,3.1,12.4,29.8,12.3,"1,386,783","551,186"
10/17/2021,Race_eth_NHAsian,"10,378,165",6.4,4.8,"10,015,623",54.6,52.7,6.7,5.2,6.3,5.6,6.7,6.1,"625,422","271,546"
10/17/2021,Age_known,"217,910,905",99.9,99.9,"192,851,474",,,99.9,99.9,6.5,99.9,99.9,99.9,"12,547,807","5,036,334"
10/17/2021,Ages_75+_yrs,"20,960,296",9.6,9.6,"18,859,438",91.5,82.3,9.8,9.8,18,27,9.8,25.9,"3,390,824","1,302,408"
10/16/2021,Ages_5-11_yrs,"195,528",0.1,0.1,"123,766",0.7,0.4,0.1,0.1,0,0,0,0,0,0
10/16/2021,Ages_<5yrs,"7,326",0,0,"2,534",0,0,0,0,0,0,0,0,0,0
10/16/2021,Ages_50-64_yrs,"53,137,318",24.4,24.4,"48,097,072",83.5,75.6,25,25,5.2,20,25,20.8,"2,491,978","1,127,868"
10/16/2021,Race_eth_NHWhite,"91,218,562",56.6,41.9,"85,701,004",46.2,43.4,57.7,44.5,9.1,70.3,57.7,69.9,"7,779,868","3,369,594"
10/16/2021,Race_eth_NHNHOPI,"497,514",0.3,0.2,"456,604",53.6,49.2,0.3,0.2,4.6,0.2,0.3,0.2,"21,155","9,805"
10/16/2021,Ages_40-49_yrs,"31,224,627",14.3,14.3,"27,735,603",76.6,68,14.4,14.4,3.6,8,14.4,8.3,"990,008","448,240"
10/16/2021,Race_eth_known,"161,035,162",99.9,73.9,"148,537,433",,,99.9,77.1,7.5,99.9,99.9,99.9,"11,069,142","4,821,009"
10/16/2021,Race_eth_Hispanic,"31,750,173",19.7,14.6,"28,150,438",49.8,44.2,19,14.6,3.7,9.4,18.9,9.3,"1,035,147","450,082"
10/16/2021,Ages_18-24_yrs,"19,947,753",9.2,9.2,"16,903,929",65.2,55.3,8.8,8.8,0.9,1.2,8.8,1.3,"148,897","69,853"
10/16/2021,Race_eth_unknown,"56,809,228",35.3,26.1,"44,232,188",,,29.8,22.9,3.1,12.4,29.8,12.3,"1,377,509","592,540"
10/16/2021,Ages_12-15_yrs,"9,505,987",4.4,4.4,"8,007,460",56.2,47.3,4.2,4.2,0.2,0.1,4.2,0,"15,459","1,684"
10/16/2021,Race_eth_NHMult_Oth,"9,719,884",6,4.5,"8,721,394",95,95,5.9,4.5,9.5,7.5,5.9,7,"831,029","335,828"
10/16/2021,Race_eth_NHBlack,"16,058,897",10,7.4,"14,270,902",39,34.6,9.6,7.4,4.9,6.3,9.6,6.9,"701,451","331,797"
10/16/2021,Sex_known,"215,890,043",99.9,99.1,"191,323,990",,,99.9,99.2,6.5,99.9,99.9,99.9,"12,428,701","5,404,796"
10/16/2021,Race_eth_NHAIAN,"1,415,092",0.9,0.6,"1,224,232",58.1,50.3,0.8,0.6,6.8,0.7,0.8,0.7,"82,837","36,093"
10/16/2021,Ages_<12yrs,"207,063",0.1,0.1,"127,428",0.4,0.3,0.1,0.1,0,0,0,0,0,0
10/16/2021,US,"217,848,880",,100,"192,772,778",65.6,58.1,,100,6.5,,100,,"12,446,651","5,413,549"
